E_coli_K12_W3110_lambdaRed	E_coli_K12_W3110	W3110-Name	W3110-Accession	MG1655-ID	Blattner	W3110-startbase	W3110-endbase	W3110-strand	MG1655-startbase	MG1655-endbase	MG1655-strand	sort_order
W3110_lambdaRed.CDS.1281	JW1298	pspB	ECK1300	EG10777	b1305	1370515	1370739	+	1368801	1369025	+	1281
W3110_lambdaRed.CDS.1279	JW1296	pspF	ECK1298	EG12344	b1303	1368649	1369626	-	1366935	1367912	-	1279
W3110_lambdaRed.CDS.1365	JW1381	tynA	ECK1383	EG13139	b1386	1450790	1453063	-	1449076	1451349	-	1365
W3110_lambdaRed.CDS.1278	JW1295	puuE	ECK1297	G6646	b1302	1367264	1368529	+	1365550	1366815	+	1278
W3110_lambdaRed.CDS.1248	JW1268	acnA	ECK1271	EG11325	b1276	1337545	1340220	+	1335831	1338506	+	1248
W3110_lambdaRed.CDS.1249	JW1269	ribA	ECK1272	EG11331	b1277	1340284	1340874	-	1338570	1339160	-	1249
W3110_lambdaRed.CDS.125	JW0125	yadI	ECK0128	EG12322	b0129	144577	145017	+	144577	145017	+	125
W3110_lambdaRed.CDS.1250	JW1270	pgpB	ECK1273	EG10705	b1278	1341044	1341808	+	1339330	1340094	+	1250
W3110_lambdaRed.CDS.1251	JW1271	lapA	ECK1274	G6637	b1279	1341957	1342265	+	1340243	1340551	+	1251
W3110_lambdaRed.CDS.1252	JW1272	lapB	ECK1275	EG12691	b1280	1342272	1343441	+	1340558	1341727	+	1252
W3110_lambdaRed.CDS.1254	JW1273	pyrF	ECK1276	EG10809	b1281	1343635	1344372	+	1341921	1342658	+	1254
W3110_lambdaRed.CDS.1255	JW1274	yciH	ECK1277	EG11128	b1282	1344372	1344698	+	1342658	1342984	+	1255
W3110_lambdaRed.CDS.1256	JW1275	osmB	ECK1278	EG10679	b1283	1344824	1345042	-	1343110	1343328	-	1256
W3110_lambdaRed.CDS.1257	JW1276	yciT	ECK1279	G6638	b1284	1345311	1346060	-	1343597	1344346	-	1257
W3110_lambdaRed.CDS.1259	JW1278	gmr	ECK1280	G6639	b1285	1346471	1348456	-	1344757	1346742	-	1259
W3110_lambdaRed.CDS.126	JW0126	yadE	ECK0129	EG11749	b0130	145081	146310	+	145081	146310	+	126
W3110_lambdaRed.CDS.1260	JW1279	rnb	ECK1281	EG11620	b1286	1348692	1350626	-	1346978	1348912	-	1260
W3110_lambdaRed.CDS.1261	JW5200	yciW	ECK1282	G6640	b1287	1350694	1351821	-	1348980	1350107	-	1261
W3110_lambdaRed.CDS.1262	JW1281	fabI	ECK1283	EG11528	b1288	1351965	1352753	-	1350251	1351039	-	1262
W3110_lambdaRed.CDS.1263	JW1282	ycjD	ECK1284	G6641	b1289	1353121	1353474	-	1351407	1351760	-	1263
W3110_lambdaRed.CDS.1264	JW1283	sapF	ECK1285	EG12305	b1290	1353542	1354348	-	1351828	1352634	-	1264
W3110_lambdaRed.CDS.1265	JW1284	sapD	ECK1286	EG12304	b1291	1354350	1355342	-	1352636	1353628	-	1265
W3110_lambdaRed.CDS.1266	JW1285	sapC	ECK1287	G2000	b1292	1355342	1356232	-	1353628	1354518	-	1266
W3110_lambdaRed.CDS.1267	JW1286	sapB	ECK1288	G2001	b1293	1356219	1357184	-	1354505	1355470	-	1267
W3110_lambdaRed.CDS.987	JW5132	etp	ECK0973	G6503	b0982	1044652	1045098	-	1044230	1044676	-	987
W3110_lambdaRed.CDS.1269	JW1288	ymjA	ECK1290	G6642	b1295	1359137	1359382	-	1357423	1357668	-	1269
W3110_lambdaRed.CDS.127	JW0127	panD	ECK0130	EG11747	b0131	146314	146694	-	146314	146694	-	127
W3110_lambdaRed.CDS.1270	JW1289	puuP	ECK1291	G6643	b1296	1359516	1360901	-	1357802	1359187	-	1270
W3110_lambdaRed.CDS.1271	JW5201	puuA	ECK1292	G6644	b1297	1361204	1362622	-	1359490	1360908	-	1271
W3110_lambdaRed.CDS.1274	JW1291	puuD	ECK1293	G6645	b1298	1362834	1363598	+	1361120	1361884	+	1274
W3110_lambdaRed.CDS.1275	JW1292	puuR	ECK1294	EG12431	b1299	1363625	1364182	+	1361911	1362468	+	1275
W3110_lambdaRed.CDS.1276	JW1293	puuC	ECK1295	EG10036	b1300	1364457	1365944	+	1362743	1364230	+	1276
W3110_lambdaRed.CDS.1277	JW1294	puuB	ECK1296	EG11822	b1301	1365946	1367226	+	1364232	1365512	+	1277
W3110_lambdaRed.CDS.1308	JW1323	ynaI	ECK1327	G6666	b1330	1396605	1397636	-	1394891	1395922	-	1308
W3110_lambdaRed.CDS.1309	JW0250	insH-1	ECK0261	NIL	NIL	273325	274341	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW0540	insH-2	ECK0261	G7074	b1994	573960	574976	-	2066305	2067321	-	1309
W3110_lambdaRed.CDS.1309	JW0652	insH-3	ECK0261	NIL	NIL	688419	689435	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1332	JW5210	ydaG	ECK1353	G6679	b1355	1421036	1421170	-	1419322	1419456	-	1332
W3110_lambdaRed.CDS.1333	JW1353	ydaT	ECK1356	G6682	b1358	1422398	1422820	+	1420684	1421106	+	1333
W3110_lambdaRed.CDS.1334	JW1354	ydaU	ECK1357	G6683	b1359	1422833	1423690	+	1421119	1421976	+	1334
W3110_lambdaRed.CDS.1335	JW1355	ydaV	ECK1358	G6684	b1360	1423697	1424443	+	1421983	1422729	+	1335
W3110_lambdaRed.CDS.1336	JW5211	ydaW	ECK1359	G6685	b1361	1424466	1425026	+	1422752	1423312	+	1336
W3110_lambdaRed.CDS.1337	JW5212	rzpR	ECK1360	G6686	b1362	1425059	1425358	+	1423345	1423644	+	1337
W3110_lambdaRed.CDS.1338	JW1358	trkG	ECK1362	EG11020	b1363	1425496	1426953	+	1423782	1425239	+	1338
W3110_lambdaRed.CDS.1339	JW1359	ynaK	ECK1363	G6688	b1365	1427091	1427354	+	1425377	1425640	+	1339
W3110_lambdaRed.CDS.134	JW0133	yadL	ECK0136	EG12326	b0137	151626	152231	-	151626	152231	-	134
W3110_lambdaRed.CDS.1340	JW1360	ydaY	ECK1364	G6689	b1366	1427335	1427694	+	1425621	1425980	+	1340
W3110_lambdaRed.CDS.1342	JW1361	ynaA	ECK1365	G6691	b1368	1428168	1429196	+	1426454	1427482	+	1342
W3110_lambdaRed.CDS.1343	JW1363	insH-5	ECK0261	NIL	NIL	1429460	1430440	-	NIL	NIL	NIL	1343
W3110_lambdaRed.CDS.985	JW0963	appA	ECK0971	EG10049	b0980	1041039	1042337	+	1040617	1041915	+	985
W3110_lambdaRed.CDS.984	JW0961	appB	ECK0970	EG11379	b0979	1039718	1040854	+	1039296	1040432	+	984
W3110_lambdaRed.CDS.135	JW0134	yadM	ECK0137	EG12327	b0138	152243	152812	-	152243	152812	-	135
W3110_lambdaRed.CDS.1350	JW1367	tfaR	ECK1368	G6696	b1373	1434125	1434700	+	1432411	1432986	+	1350
W3110_lambdaRed.CDS.1351	JW1368	pinR	ECK1369	G6697	b1374	1434798	1435388	-	1433084	1433674	-	1351
W3110_lambdaRed.CDS.983	JW0960	appC	ECK0969	EG10173	b0733	1038162	1039706	+	771458	773026	+	983
W3110_lambdaRed.CDS.1354	JW1370	uspF	ECK1371	G6699	b1376	1436899	1437333	-	1435185	1435619	-	1354
W3110_lambdaRed.CDS.1355	JW1371	ompN	ECK1372	G6700	b1377	1437474	1438607	-	1435760	1436893	-	1355
W3110_lambdaRed.CDS.1356	JW1372	ydbK	ECK1374	G6701	b1378	1438974	1442498	-	1437260	1440784	-	1356
W3110_lambdaRed.CDS.1357	JW5215	ydbJ	ECK1375	G0-10450	b4529	1442772	1443038	+	1441058	1441324	+	1357
W3110_lambdaRed.CDS.1358	JW1374	hslJ	ECK1376	G6702	b1379	1443035	1443457	-	1441321	1441743	-	1358
W3110_lambdaRed.CDS.1359	JW1375	ldhA	ECK1377	G592	b1380	1443568	1444557	-	1441854	1442843	-	1359
W3110_lambdaRed.CDS.1360	JW1376	ydbH	ECK1378	G6703	b1381	1444765	1447404	+	1443051	1445690	+	1360
W3110_lambdaRed.CDS.1361	JW1377	ynbE	ECK1379	G6704	b1382	1447401	1447586	+	1445687	1445872	+	1361
W3110_lambdaRed.CDS.1362	JW5216	ydbL	ECK1380	G6705	b1383	1447594	1447920	+	1445880	1446206	+	1362
W3110_lambdaRed.CDS.1363	JW1379	feaR	ECK1381	G6706	b1384	1448092	1448997	-	1446378	1447283	-	1363
W3110_lambdaRed.CDS.1364	JW1380	feaB	ECK1382	G7961	b1385	1449233	1450732	+	1447519	1449018	+	1364
W3110_lambdaRed.CDS.1331	JW1349	ydaF	ECK1352	G0-10448	b4527	1420870	1421025	-	1419156	1419311	-	1331
W3110_lambdaRed.CDS.1330	JW5209	sieB	ECK1351	EG12154	b1353	1420385	1420873	+	1418671	1419159	+	1330
W3110_lambdaRed.CDS.133	JW0132	yadK	ECK0135	EG12325	b0136	151003	151599	-	151003	151599	-	133
W3110_lambdaRed.CDS.1315	JW1331	abgB	ECK1333	G6669	b1337	1403524	1404969	-	1401810	1403255	-	1315
W3110_lambdaRed.CDS.1309	JW1324	insH-4	ECK0261	NIL	NIL	1397790	1398806	+	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW1882	insH	ECK0261	NIL	NIL	1980355	1981371	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW2014	insH-7	ECK0261	NIL	NIL	2104032	2105048	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW2179	insH-8	ECK0261	NIL	NIL	2292399	2293415	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW2949	insH-9	ECK0261	NIL	NIL	3128834	3129850	+	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW3185	insH-10	ECK0261	NIL	NIL	3365557	3366573	-	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.1309	JW3472	insH-11	ECK0261	NIL	NIL	3987217	3988233	+	NIL	NIL	NIL	1309
W3110_lambdaRed.CDS.131	JW0130	panB	ECK0133	EG11675	b0134	148807	149601	-	148807	149601	-	131
W3110_lambdaRed.CDS.1310	JW1326	ynaJ	ECK1328	G6668	b1332	1399079	1399336	+	1397365	1397622	+	1310
W3110_lambdaRed.CDS.1311	JW1327	uspE	ECK1329	EG11246	b1333	1399386	1400336	-	1397672	1398622	-	1311
W3110_lambdaRed.CDS.1312	JW1328	fnr	ECK1330	EG10325	b1334	1400488	1401240	-	1398774	1399526	-	1312
W3110_lambdaRed.CDS.1313	JW1329	ogt	ECK1331	EG10668	b1335	1401435	1401950	-	1399721	1400236	-	1313
W3110_lambdaRed.CDS.1314	JW5822	abgT	ECK1332	EG12853	b1336	1401961	1403487	-	1400247	1401773	-	1314
W3110_lambdaRed.CDS.986	JW0964	etk	ECK0972	G7105	b2060	1042452	1044632	-	2133490	2135652	-	986
W3110_lambdaRed.CDS.1329	JW1347	kilR	ECK1350	EG12155	b1352	1419722	1419943	-	1418008	1418229	-	1329
W3110_lambdaRed.CDS.1317	JW1333	abgR	ECK1335	G6671	b1339	1406455	1407363	+	1404741	1405649	+	1317
W3110_lambdaRed.CDS.1318	JW1334	smrA	ECK1337	G6672	b1340	1407693	1408256	+	1405979	1406542	+	1318
W3110_lambdaRed.CDS.1319	JW5206	ydaM	ECK1338	G6673	b1341	1408277	1409509	-	1406563	1407795	-	1319
W3110_lambdaRed.CDS.132	JW0131	yadC	ECK0134	EG11678	b0135	149715	150953	-	149715	150953	-	132
W3110_lambdaRed.CDS.1320	JW1336	ydaN	ECK1339	G6674	b1342	1409764	1410747	+	1408050	1409033	+	1320
W3110_lambdaRed.CDS.1321	JW1337	dbpA	ECK1340	EG10210	b1343	1411225	1412598	+	1409511	1410884	+	1321
W3110_lambdaRed.CDS.1322	JW1338	ttcA	ECK1341	G6675	b1344	1412727	1413662	-	1411013	1411948	-	1322
W3110_lambdaRed.CDS.1323	JW1339	intR	ECK1342	G6676	b1345	1413714	1414949	-	1412000	1413235	-	1323
W3110_lambdaRed.CDS.1324	JW5207	ydaQ	ECK1343	G6677	b1346	1414951	1415166	-	1413237	1413452	-	1324
W3110_lambdaRed.CDS.1325	JW1343	recT	ECK1346	EG11899	b1349	1415698	1416507	-	1413984	1414793	-	1325
W3110_lambdaRed.CDS.1326	JW1344	recE	ECK1347	EG10827	b1350	1416500	1419100	-	1414786	1417386	-	1326
W3110_lambdaRed.CDS.1327	JW1345	racC	ECK1348	EG10813	b1351	1419202	1419477	-	1417488	1417763	-	1327
W3110_lambdaRed.CDS.1328	JW1346	ydaE	ECK1349	G0-9081	b4526	1419552	1419722	-	1417838	1418008	-	1328
W3110_lambdaRed.CDS.2952	JW2921	rdgB	ECK2949	G7530	b2954	3095337	3095930	+	3096681	3097274	+	2952
W3110_lambdaRed.CDS.1987	JW1984	yeeS	ECK1995	G7082	b2002	2078445	2078891	+	2076308	2076754	+	1987
W3110_lambdaRed.CDS.96	JW0096	secA	ECK0099	EG10936	b0098	108279	110984	+	108279	110984	+	96
W3110_lambdaRed.CDS.260	JW0255	afuB	ECK0265	G6137	b0263	278038	278400	-	278814	279176	-	260
W3110_lambdaRed.CDS.2601	JW5412	yfiL	ECK2599	EG12446	b2602	2740016	2740381	+	2741360	2741725	+	2601
W3110_lambdaRed.CDS.2602	JW2584	yfiR	ECK2600	G7354	b2603	2740531	2741049	+	2741875	2742393	+	2602
W3110_lambdaRed.CDS.2603	JW2585	yfiN	ECK2601	EG12880	b2604	2741039	2742265	+	2742383	2743609	+	2603
W3110_lambdaRed.CDS.2604	JW2586	yfiB	ECK2602	EG11152	b2605	2742281	2742763	+	2743625	2744107	+	2604
W3110_lambdaRed.CDS.2605	JW2587	rplS	ECK2603	EG10880	b2606	2742839	2743186	-	2744183	2744530	-	2605
W3110_lambdaRed.CDS.2606	JW2588	trmD	ECK2604	EG11023	b2607	2743228	2743995	-	2744572	2745339	-	2606
W3110_lambdaRed.CDS.2607	JW5413	rimM	ECK2605	EG11153	b2608	2744026	2744574	-	2745370	2745918	-	2607
W3110_lambdaRed.CDS.2608	JW2590	rpsP	ECK2606	EG10915	b2609	2744593	2744841	-	2745937	2746185	-	2608
W3110_lambdaRed.CDS.2609	JW5414	ffh	ECK2607	EG10300	b2610	2745090	2746451	-	2746434	2747795	-	2609
W3110_lambdaRed.CDS.261	JW0256	insB-2	ECK0022	G6138	b0264	278402	278905	-	279178	279681	-	261
W3110_lambdaRed.CDS.261	JW0268	insB-2	ECK0022	NIL	NIL	289873	290376	-	NIL	NIL	NIL	261
W3110_lambdaRed.CDS.2610	JW2592	ypjD	ECK2608	G7355	b2611	2746543	2747409	+	2747962	2748753	+	2610
W3110_lambdaRed.CDS.2611	JW5415	yfjD	ECK2609	EG12442	b4461	2747520	2748716	+	2748774	2750060	+	2611
W3110_lambdaRed.CDS.2612	JW2594	grpE	ECK2610	EG10416	b2614	2748771	2749364	-	2750115	2750708	-	2612
W3110_lambdaRed.CDS.2614	JW2596	nadK	ECK2611	EG12192	b2615	2749487	2750365	+	2750831	2751709	+	2614
W3110_lambdaRed.CDS.2615	JW5416	recN	ECK2612	EG10831	b2616	2750451	2752112	+	2751795	2753456	+	2615
W3110_lambdaRed.CDS.2616	JW2598	bamE	ECK2613	EG10952	b2617	2752261	2752602	+	2753605	2753946	+	2616
W3110_lambdaRed.CDS.2617	JW2599	ratB	ECK2614	G7357	b2618	2752664	2752954	-	2754008	2754298	-	2617
W3110_lambdaRed.CDS.2618	JW2600	ratA	ECK2615	G7358	b2619	2752944	2753420	-	2754288	2754764	-	2618
W3110_lambdaRed.CDS.2619	JW2601	smpB	ECK2616	EG11782	b2620	2753552	2754034	+	2754896	2755378	+	2619
W3110_lambdaRed.CDS.262	JW0258	ykgN	ECK0266	G0-10433	b4505	279248	279586	-	280024	280362	-	262
W3110_lambdaRed.CDS.2620	JW2602	intA	ECK2618	EG11783	b2622	2754815	2756056	+	2756159	2757400	+	2620
W3110_lambdaRed.CDS.2621	JW2603	yfjH	ECK2619	G7359	b2623	2756300	2757256	-	2757644	2758600	-	2621
W3110_lambdaRed.CDS.2622	JW2604	alpA	ECK2620	EG12112	b2624	2757300	2757512	+	2758644	2758856	+	2622
W3110_lambdaRed.CDS.2623	JW2605	yfjI	ECK2621	G7360	b2625	2757641	2759050	+	2758985	2760394	+	2623
W3110_lambdaRed.CDS.2624	JW2608	yfjK	ECK2623	G7362	b2627	2760007	2762196	-	2761351	2763540	-	2624
W3110_lambdaRed.CDS.2625	JW2609	yfjL	ECK2624	G7363	b2628	2762193	2763809	-	2763537	2765153	-	2625
W3110_lambdaRed.CDS.2626	JW2610	yfjM	ECK2625	G7364	b2629	2764169	2764432	-	2765513	2765776	-	2626
W3110_lambdaRed.CDS.2627	JW2611	rnlA	ECK2626	G7365	b2630	2764574	2765647	+	2765918	2766991	+	2627
W3110_lambdaRed.CDS.2600	JW2582	aroF	ECK2598	EG10078	b2601	2738736	2739806	-	2740080	2741150	-	2600
W3110_lambdaRed.CDS.2599	JW2581	tyrA	ECK2597	EG11039	b2600	2737604	2738725	-	2738948	2740069	-	2599
W3110_lambdaRed.CDS.2568	JW2549	recO	ECK2563	EG10832	b2565	2700397	2701125	-	2701741	2702469	-	2568
W3110_lambdaRed.CDS.2598	JW2580	pheA	ECK2596	EG10707	b2599	2736401	2737561	+	2737745	2738905	+	2598
W3110_lambdaRed.CDS.257	JW5027	mmuP	ECK0262	G6135	b0260	274549	275952	+	275325	276728	+	257
W3110_lambdaRed.CDS.944	JW5122	elfA	ECK0929	G6480	b0938	998290	998829	+	997868	998407	+	944
W3110_lambdaRed.CDS.2571	JW2552	lepB	ECK2566	EG10530	b2568	2702991	2703965	-	2704335	2705309	-	2571
W3110_lambdaRed.CDS.2572	JW2553	lepA	ECK2567	EG10529	b2569	2703981	2705780	-	2705325	2707124	-	2572
W3110_lambdaRed.CDS.2573	JW2554	rseC	ECK2568	G7347	b2570	2705978	2706457	-	2707322	2707801	-	2573
W3110_lambdaRed.CDS.2574	JW2555	rseB	ECK2569	G7348	b2571	2706454	2707410	-	2707798	2708754	-	2574
W3110_lambdaRed.CDS.2575	JW2556	rseA	ECK2570	EG12341	b2572	2707410	2708060	-	2708754	2709404	-	2575
W3110_lambdaRed.CDS.2576	JW2557	rpoE	ECK2571	EG11897	b2573	2708093	2708668	-	2709437	2710012	-	2576
W3110_lambdaRed.CDS.2577	JW2558	nadB	ECK2572	EG10631	b2574	2709076	2710698	+	2710420	2712042	+	2577
W3110_lambdaRed.CDS.2578	JW2559	yfiC	ECK2573	EG11538	b2575	2710683	2711420	-	2712027	2712764	-	2578
W3110_lambdaRed.CDS.2579	JW2560	srmB	ECK2574	EG10975	b2576	2711552	2712886	+	2712896	2714230	+	2579
W3110_lambdaRed.CDS.258	JW0253	mmuM	ECK0263	G6136	b0261	275939	276871	+	276715	277647	+	258
W3110_lambdaRed.CDS.2580	JW2561	yfiE	ECK2575	EG11785	b2577	2713095	2713976	-	2714439	2715320	-	2580
W3110_lambdaRed.CDS.2581	JW2562	eamB	ECK2576	EG12445	b2578	2714079	2714666	+	2715423	2716010	+	2581
W3110_lambdaRed.CDS.2582	JW2563	grcA	ECK2577	EG11784	b2579	2714722	2715105	-	2716066	2716449	-	2582
W3110_lambdaRed.CDS.2583	JW2564	ung	ECK2578	EG11058	b2580	2715410	2716099	+	2716754	2717443	+	2583
W3110_lambdaRed.CDS.2584	JW2565	yfiF	ECK2579	EG11786	b2581	2716147	2717184	-	2717491	2718528	-	2584
W3110_lambdaRed.CDS.2585	JW2566	trxC	ECK2580	EG11887	b2582	2717391	2717810	+	2718735	2719154	+	2585
W3110_lambdaRed.CDS.2586	JW5409	yfiP	ECK2581	G7349	b2583	2717879	2718577	+	2719223	2719921	+	2586
W3110_lambdaRed.CDS.2587	JW2568	pka	ECK2582	G7350	b2584	2718609	2721269	+	2719953	2722613	+	2587
W3110_lambdaRed.CDS.2588	JW2569	pssA	ECK2583	EG10781	b2585	2721383	2722738	+	2722727	2724082	+	2588
W3110_lambdaRed.CDS.2589	JW2570	yfiM	ECK2584	EG12857	b2586	2722835	2723107	+	2724128	2724451	+	2589
W3110_lambdaRed.CDS.259	JW0254	afuC	ECK0264	EG12340	b0262	276980	278026	-	277756	278802	-	259
W3110_lambdaRed.CDS.2590	JW2571	kgtP	ECK2585	EG10522	b2587	2723104	2724402	-	2724448	2725746	-	2590
W3110_lambdaRed.CDS.2593	JW2573	clpB	ECK2590	EG10157	b2592	2730256	2732829	-	2731600	2734173	-	2593
W3110_lambdaRed.CDS.2594	JW2575	yfiH	ECK2591	EG12097	b2593	2732959	2733690	-	2734303	2735034	-	2594
W3110_lambdaRed.CDS.2595	JW2576	rluD	ECK2592	EG12098	b2594	2733687	2734667	-	2735031	2736011	-	2595
W3110_lambdaRed.CDS.2596	JW2577	bamD	ECK2593	G7352	b2595	2734802	2735539	+	2736146	2736883	+	2596
W3110_lambdaRed.CDS.2597	JW2578	raiA	ECK2594	EG11151	b2597	2735810	2736151	+	2737154	2737495	+	2597
W3110_lambdaRed.CDS.2628	JW5418	rnlB	ECK2627	G7366	b2631	2765640	2766011	+	2766984	2767355	+	2628
W3110_lambdaRed.CDS.2629	JW5419	yfjP	ECK2628	G7367	b2632	2766366	2767229	+	2767710	2768573	+	2629
W3110_lambdaRed.CDS.943	JW0920	ssuE	ECK0928	G6479	b0937	997359	997934	-	996937	997512	-	943
W3110_lambdaRed.CDS.2630	JW2614	yfjQ	ECK2629	G7368	b2633	2767321	2768142	+	2768665	2769486	+	2630
W3110_lambdaRed.CDS.2666	JW2648	nrdH	ECK2667	G7401	b2673	2799379	2799624	+	2800723	2800968	+	2666
W3110_lambdaRed.CDS.2667	JW2649	nrdI	ECK2668	G7402	b2674	2799621	2800031	+	2800965	2801375	+	2667
W3110_lambdaRed.CDS.2668	JW2650	nrdE	ECK2669	EG20257	b2675	2800004	2802148	+	2801348	2803492	+	2668
W3110_lambdaRed.CDS.2669	JW2651	nrdF	ECK2670	EG12381	b2676	2802158	2803117	+	2803502	2804461	+	2669
W3110_lambdaRed.CDS.267	JW0263	yagG	ECK0271	G6142	b0270	284619	286001	+	285395	286777	+	267
W3110_lambdaRed.CDS.2670	JW2652	proV	ECK2671	EG10771	b2677	2803471	2804673	+	2804815	2806017	+	2670
W3110_lambdaRed.CDS.2671	JW2653	proW	ECK2672	EG10772	b2678	2804666	2805730	+	2806010	2807074	+	2671
W3110_lambdaRed.CDS.2672	JW2654	proX	ECK2673	EG10773	b2679	2805788	2806780	+	2807132	2808124	+	2672
W3110_lambdaRed.CDS.2674	JW2655	ygaX	ECK2674	G7403	b2680	2806972	2807238	+	2808316	2808582	+	2674
W3110_lambdaRed.CDS.2676	JW2657	ygaZ	ECK2676	G7405	b2682	2808273	2809010	+	2809617	2810354	+	2676
W3110_lambdaRed.CDS.2677	JW2658	ygaH	ECK2677	G7406	b2683	2809000	2809335	+	2810344	2810679	+	2677
W3110_lambdaRed.CDS.2678	JW2659	mprA	ECK2678	EG10603	b2684	2809426	2809956	+	2810770	2811300	+	2678
W3110_lambdaRed.CDS.268	JW0264	yagH	ECK0272	G6143	b0271	286013	287623	+	286789	288399	+	268
W3110_lambdaRed.CDS.2680	JW2660	emrA	ECK2679	EG11354	b2685	2810083	2811255	+	2811427	2812599	+	2680
W3110_lambdaRed.CDS.2681	JW2661	emrB	ECK2680	NIL	NIL	2811272	2812810	+	NIL	NIL	NIL	2681
W3110_lambdaRed.CDS.2682	JW2662	luxS	ECK2681	EG12712	b2687	2812874	2813389	-	2814218	2814733	-	2682
W3110_lambdaRed.CDS.2683	JW2663	gshA	ECK2683	EG10418	b2688	2813539	2815095	-	2814883	2816439	-	2683
W3110_lambdaRed.CDS.2684	JW2664	yqaA	ECK2684	G7407	b2689	2815168	2815596	-	2816512	2816940	-	2684
W3110_lambdaRed.CDS.2685	JW2665	yqaB	ECK2685	G7408	b2690	2815593	2816159	-	2816937	2817503	-	2685
W3110_lambdaRed.CDS.2686	JW2666	csrA	ECK2691	EG11447	b2696	2817617	2817802	-	2818961	2819146	-	2686
W3110_lambdaRed.CDS.941	JW0918	ssuD	ECK0926	G6477	b0935	995265	996410	-	994843	995988	-	941
W3110_lambdaRed.CDS.269	JW0265	yagI	ECK0273	G6144	b0272	287628	288386	-	288404	289162	-	269
W3110_lambdaRed.CDS.2690	JW2668	recX	ECK2693	EG12080	b2698	2820795	2821295	-	2822139	2822639	-	2690
W3110_lambdaRed.CDS.2691	JW2669	recA	ECK2694	EG10823	b2699	2821364	2822425	-	2822708	2823769	-	2691
W3110_lambdaRed.CDS.2692	JW2670	pncC	ECK2695	G7409	b2700	2822505	2823002	-	2823849	2824346	-	2692
W3110_lambdaRed.CDS.2693	JW2671	mltB	ECK2696	G7410	b2701	2823147	2824232	-	2824491	2825576	-	2693
W3110_lambdaRed.CDS.2694	JW5429	srlA	ECK2697	G8210	b2702	2824488	2825051	+	2825832	2826395	+	2694
W3110_lambdaRed.CDS.2695	JW5430	srlE	ECK2698	EG10969	b2703	2825048	2826007	+	2826392	2827351	+	2695
W3110_lambdaRed.CDS.2696	JW2673	srlB	ECK2699	EG10970	b2704	2826018	2826389	+	2827362	2827733	+	2696
W3110_lambdaRed.CDS.2665	JW2647	ygaM	ECK2666	G7400	b2672	2798790	2799131	+	2800146	2800475	+	2665
W3110_lambdaRed.CDS.2664	JW2646	ygaC	ECK2665	EG12201	b2671	2798306	2798650	-	2799650	2799994	-	2664
W3110_lambdaRed.CDS.2663	JW2645	alaE	ECK2664	G7399	b2670	2797820	2798269	+	2799164	2799613	+	2663
W3110_lambdaRed.CDS.2648	JW5424	ypjC	ECK2647	G7385	b2650	2783185	2783667	-	2784529	2785011	-	2648
W3110_lambdaRed.CDS.2631	JW2615	yfjR	ECK2630	G7369	b2634	2768359	2769060	+	2769703	2770404	+	2631
W3110_lambdaRed.CDS.2632	JW5888	ypjK	ECK2631	G7370	b2635	2769101	2769337	+	2770445	2770681	+	2632
W3110_lambdaRed.CDS.2633	JW5921	yfjS	ECK2632	G7371	b2636	2769337	2769780	+	2770681	2771124	+	2633
W3110_lambdaRed.CDS.2634	JW2618	yfjT	ECK2633	G7372	b2637	2769804	2770271	+	2771148	2771615	+	2634
W3110_lambdaRed.CDS.2635	JW2619	yfjU	ECK2634	G7373	b2638	2770496	2770810	-	2771840	2772154	-	2635
W3110_lambdaRed.CDS.2637	JW2621	ypjM_2	ECK2636	G7375	b2640	2771492	2771692	-	2772836	2773036	-	2637
W3110_lambdaRed.CDS.2638	JW2623	yfjW	ECK2638	G7377	b2642	2771974	2773677	+	2773318	2775021	+	2638
W3110_lambdaRed.CDS.264	JW0260	yagA	ECK0268	EG12338	b0267	280053	281207	-	280829	281983	-	264
W3110_lambdaRed.CDS.942	JW0919	ssuA	ECK0927	G6478	b0936	996407	997366	-	995985	996944	-	942
W3110_lambdaRed.CDS.2641	JW2625	yfjY	ECK2640	G7379	b2644	2775042	2775524	+	2776386	2776868	+	2641
W3110_lambdaRed.CDS.2642	JW2626	yfjZ	ECK2642	G7380	b2645	2775771	2776088	+	2777115	2777432	+	2642
W3110_lambdaRed.CDS.2643	JW2627	ypjF	ECK2643	G7381	b2646	2776109	2776438	+	2777453	2777782	+	2643
W3110_lambdaRed.CDS.2647	JW2629	ypjB	ECK2646	G7384	b2649	2782294	2783085	-	2783638	2784429	-	2647
W3110_lambdaRed.CDS.2649	JW2631	ygaR	ECK2650	NIL	NIL	2785404	2786090	+	NIL	NIL	NIL	2649
W3110_lambdaRed.CDS.2662	JW2644	stpA	ECK2663	EG11554	b2669	2796747	2797151	-	2798091	2798495	-	2662
