RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAE77421.1	yiiD	b3888	3558242	3559232	-1	COG2050	Q	M
BAE77422.1	dtd	b3887	3559228	3559666	-1	COG1490	J	T
BAE77423.1	rbn	b3886	3559662	3560535	-1	COG1295	S	O
BAE77424.1	yihX	b3885	3560528	3561128	-1	COG1011	H	M
BAE77425.1	yihW	b3884	3561226	3562012	-1	COG1349	K	T
BAE77426.1	yihV	b3883	3562045	3562942	-1	COG0524	G	M
BAE77427.1	yihU	b3882	3563109	3564006	1	COG2084	I	M
BAE77428.1	yihT	b3881	3564029	3564908	1	COG3684	G	M
BAE77429.1	yihS	b3880	3564924	3566166	1	COG2942	G	M
BAE77430.1	yihR	b3879	3566279	3567206	1	COG2017	G	M
BAE77431.1	yihQ	b3878	3567404	3569441	1	COG1501	G	M
BAE77432.1	yihP	b3877	3569465	3570872	1	COG2211	G	M
BAE77433.1	yihO	b3876	3570914	3572318	1	COG2211	G	M
BAE77434.1	ompL	b3875	3572385	3573078	1			
BAE77435.1	yihN	b3874	3573168	3574434	-1	COG2271	G	M
BAE77436.1	yihM	b3873	3574535	3575516	-1	COG1082	G	M
BAE77437.1	yihL	b3872	3575523	3576234	-1	COG2188	K	T
BAE77438.1	bipA	b3871	3576450	3578274	-1	COG1217	T	O
BAE77439.1	glnA	b3870	3578646	3580056	1	COG0174	E	M
BAE77440.1	glnL	b3869	3580341	3581391	1	COG3852	T	O
BAE77441.1	glnG	b3868	3581402	3582812	1	COG2204	T	O
BAE77442.1	hemN	b3867	3583262	3584636	-1	COG0635	H	M
BAE77443.1	yihI	b3866	3584824	3585334	-1	COG3078	J	T
BAE77444.1	yihA	b3865	3585951	3586548	1	COG0218	D	T
BAE77445.1	polA	b3863	3586928	3589715	-1	COG0258	L	T
BAE77445.1	polA	b3863	3586928	3589715	-1	COG0749	L	T
BAE77446.1	yihG	b3862	3590078	3591011	1	COG0204	I	M
BAE77447.1	yihF	b3861	3591051	3592482	-1	COG5339	S	O
BAE77448.1	dsbA	b3860	3592636	3593263	-1	COG1651	O	O
BAE77449.1	yihE	b3859	3593279	3594266	-1	COG2334	T	O
BAE77450.1	yihD	b3858	3594342	3594612	-1	COG3084	S	O
BAE77451.1	mobA	b3857	3594681	3595266	1	COG0746	H	M
BAE77452.1	mobB	b3856	3595262	3595775	1	COG1763	H	M
BAE77453.1	hemG	b3850	3601527	3602073	-1	COG4635	H	M
BAE77454.1	trkH	b3849	3602084	3603536	-1	COG0168	P	M
BAE77455.1	yigZ	b3848	3603574	3604189	-1	COG1739	R	O
BAE77456.1	pepQ	b3847	3604188	3605520	-1	COG0006	E	M
BAE77457.1	fadB	b3846	3605709	3607899	1	COG1024	I	M
BAE77457.1	fadB	b3846	3605709	3607899	1	COG1250	I	M
BAE77458.1	fadA	b3845	3607908	3609072	1	COG0183	I	M
BAE77459.1	fre	b3844	3609452	3610154	-1	COG0543	H	M
BAE77460.1	ubiD	b3843	3610199	3611693	-1	COG0043	H	M
BAE77461.1	rfaH	b3842	3611859	3612348	1	COG0250	K	T
BAE77462.1	tatD	b4483	3612344	3613127	-1	COG0084	N	O
BAE77463.1	tatC	b3839	3613168	3613945	-1	COG0805	U	O
BAE77464.1	tatB	b3838	3613947	3614463	-1	COG1826	U	O
BAE77465.1	tatA	b3836	3614466	3614736	-1	COG1826	U	O
BAE77466.1	ubiB	b3835	3614814	3616455	-1	COG0661	H	M
BAE77467.1	yigP	b3834	3616451	3617057	-1	COG3165	H	M
BAE77468.1	ubiE	b3833	3617070	3617826	-1	COG2226	H	M
BAE77469.1	rmuC	b3832	3617920	3619348	-1	COG1322	L	T
BAE77470.1	udp	b3831	3619488	3620250	-1	COG2820	F	M
BAE77471.1	ysgA	b3830	3620511	3621327	1	COG0412	Q	M
BAE77472.1	metE	b3829	3621366	3623628	-1	COG0620	E	M
BAE77473.1	metR	b3828	3623864	3624818	1	COG0583	K	T
BAE77474.1	yigM	b3827	3624705	3625605	-1	COG0697	G	M
BAE77475.1	yigL	b3826	3625680	3626481	-1	COG0561	H	M
BAE77476.1	pldB	b3825	3626488	3627511	-1	COG2267	I	M
BAE77477.1	rhtB	b3824	3627621	3628242	1	COG1280	E	M
BAE77478.1	rhtC	b3823	3628303	3628924	-1	COG1280	E	M
BAE77479.1	recQ	b3822	3628987	3630817	-1	COG0514	L	T
BAE77480.1	pldA	b3821	3630949	3631819	-1	COG2829	M	O
BAE77481.1	yigI	b3820	3631983	3632451	1	COG2050	Q	M
BAE77482.1	rarD	b3819	3632502	3633393	1	COG2962	S	O
BAE77483.1	yigG	b3818	3633487	3633868	1			
BAE77484.1	yigF	b3817	3633881	3634262	1			
BAE77485.1	corA	b3816	3634304	3635255	-1	COG0598	P	M
BAE77486.1	yigE	b4482	3635624	3636389	1	COG3698	S	O
BAE77487.1	uvrD	b3813	3636535	3638698	-1	COG0210	L	T
BAE77488.1	yigB	b3812	3638781	3639498	-1	COG1011	H	M
BAE77489.1	xerC	b3811	3639497	3640394	-1	COG4973	L	T
BAE77490.1	yigA	b3810	3640390	3641098	-1	COG3159	S	O
BAE77491.1	dapF	b3809	3641094	3641919	-1	COG0253	E	M
BAE77492.1	yifL	b4558	3641955	3642159	-1	COG5567	S	O
BAE77493.1	yzcX	b3808	3642345	3642831	-1			
BAE77494.1	cyaY	b3807	3642621	3642942	1	COG1965	P	M
BAE77495.1	cyaA	b3806	3642981	3645528	-1	COG3072	F	M
BAE77496.1	hemC	b3805	3645914	3646856	1	COG0181	H	M
BAE77497.1	hemD	b3804	3646852	3647593	1	COG1587	H	M
BAE77498.1	hemX	b3803	3647614	3648796	1	COG2959	S	O
BAE77499.1	hemY	b3802	3648798	3649995	1	COG3071	S	O
BAE77500.1	aslA	b3801	3650673	3652329	1	COG3119	P	M
BAE77501.1	aslB	b3800	3652487	3653723	-1	COG0641	O	O
BAE77502.1	yifK	b3795	3654408	3655794	-1	COG1113	E	M
BAE77503.1	rffM	b3794	3655984	3656725	-1	COG1922	M	O
BAE77504.1	wzyE	b3793	3656727	3658080	-1			
BAE77505.1	rffT	b4481	3658076	3659156	-1			
BAE77506.1	wzxE	b3792	3659152	3660403	-1	COG2244	M	O
BAE77507.1	rffA	b3791	3660404	3661535	-1	COG0399	M	O
BAE77508.1	rffC	b3790	3661539	3662085	-1	COG0456	J	T
BAE77509.1	rffH	b3789	3662191	3663073	-1	COG1209	M	O
BAE77510.1	rffG	b3788	3663091	3664159	-1	COG1088	M	O
BAE77511.1	rffD	b3787	3664158	3665421	-1	COG0677	M	O
BAE77512.1	rffE	b3786	3665417	3666548	-1	COG0381	M	O
BAE77513.1	wzzE	b3785	3666603	3667650	-1	COG3765	M	O
BAE77514.1	rfe	b3784	3667661	3668765	-1	COG0472	M	O
BAE77515.1	rho	b3783	3669004	3670264	-1	COG1158	K	T
BAE77516.1	rhoL	b3782	3670348	3670450	-1			
BAE77517.1	trxA	b3781	3670590	3670920	-1	COG3118	O	O
BAE77518.1	rhlB	b3780	3671050	3672316	1	COG0513	L	T
BAE77519.1	gpp	b3779	3672451	3673936	1	COG0248	F	M
BAE77520.1	rep	b3778	3673982	3676004	-1	COG0210	L	T
BAE77521.1	yifO	b3776	3676393	3676669	1			
BAE77522.1	ppiC	b3775	3676867	3677149	1	COG0760	O	O
BAE77523.1	ilvC	b3774	3677235	3678711	-1	COG0059	E	M
BAE77524.1	ilvY	b3773	3678860	3679754	1	COG0583	K	T
BAE77525.1	ilvA	b3772	3679805	3681350	-1	COG1171	E	M
BAE77526.1	ilvD	b3771	3681352	3683203	-1	COG0129	E	M
BAE77527.1	ilvE	b3770	3683267	3684197	-1	COG0115	E	M
BAE77528.1	ilvM	b3769	3684216	3684480	-1	COG3978	C	M
BAE77529.1	ilvL	b3766	3686260	3686359	-1			
BAE77530.1	yifB	b3765	3686681	3688232	1	COG0606	O	O
BAE77531.1	yifE	b3764	3688256	3688595	-1	COG3085	S	O
BAE77532.1	hdfR	b4480	3688713	3689553	1	COG0583	K	T
BAE77533.1	yieP	b3755	3695353	3696046	1	COG2186	K	T
BAE77534.1	hsrA	b3754	3696068	3697496	1	COG0477	G	M
BAE77535.1	rbsR	b3753	3697461	3698454	-1	COG1609	K	T
BAE77536.1	rbsK	b3752	3698457	3699387	-1	COG0524	G	M
BAE77537.1	rbsB	b3751	3699512	3700403	-1	COG1879	G	M
BAE77538.1	rbsC	b3750	3700427	3701393	-1	COG1172	G	M
BAE77539.1	rbsA	b3749	3701397	3702903	-1	COG1129	G	M
BAE77540.1	rbsD	b3748	3702910	3703330	-1	COG1869	G	M
BAE77541.1	trkD	b3747	3703496	3705365	-1	COG3158	P	M
BAE77542.1	yieN	b3746	3705587	3707084	1	COG0714	R	O
BAE77543.1	yieM	b3745	3707077	3708529	1	COG2425	S	O
BAE77544.1	asnA	b3744	3708533	3709526	-1	COG2502	E	M
BAE77545.1	asnC	b3743	3709677	3710136	1	COG1522	K	T
BAE77546.1	mioC	b3742	3710225	3710669	1	COG0716	C	M
BAE77547.1	gidA	b3741	3711047	3712937	1	COG0445	J	T
BAE77548.1	gidB	b3740	3713000	3713624	1	COG0357	J	T
BAE77549.1	atpI	b3739	3714240	3714621	1	COG3312	C	M
BAE77550.1	atpB	b3738	3714629	3715445	1	COG0356	C	M
BAE77551.1	atpE	b3737	3715491	3715731	1			
BAE77552.1	atpF	b3736	3715792	3716263	1	COG0711	C	M
BAE77553.1	atpH	b3735	3716277	3716811	1	COG0712	C	M
BAE77554.1	atpA	b3734	3716823	3718365	1	COG0056	C	M
BAE77555.1	atpG	b3733	3718415	3719279	1	COG0224	C	M
BAE77556.1	atpD	b3732	3719305	3720688	1	COG0055	C	M
BAE77557.1	atpC	b3731	3720708	3721128	1	COG0355	C	M
BAE77558.1	glmU	b3730	3721480	3722851	1	COG1207	M	O
BAE77559.1	glmS	b3729	3723012	3724842	1	COG0449	M	O
BAE77560.1	pstS	b3728	3725155	3726196	1	COG0226	P	M
BAE77561.1	pstC	b3727	3726282	3727242	1	COG0573	P	M
BAE77562.1	pstA	b3726	3727241	3728132	1	COG0581	P	M
BAE77563.1	pstB	b3725	3728314	3729088	1	COG1117	P	M
BAE77564.1	phoU	b3724	3729102	3729828	1	COG0704	P	M
BAE77565.1	bglG	b3723	3730113	3730950	1	COG3711	K	T
BAE77566.1	bglF	b3722	3731083	3732961	1	COG1263	G	M
BAE77566.1	bglF	b3722	3731083	3732961	1	COG1264	G	M
BAE77566.1	bglF	b3722	3731083	3732961	1	COG2190	G	M
BAE77567.1	bglB	b3721	3732979	3734392	1	COG2723	G	M
BAE77568.1	bglH	b3720	3734460	3736077	1	COG4580	G	M
BAE77569.1	yieL	b3719	3736076	3737273	1	COG2382	P	M
BAE77570.1	yieK	b3718	3737287	3738010	1	COG0363	G	M
BAE77571.1	cbrC	b3717	3738071	3738659	-1	COG3196	S	O
BAE77572.1	yieI	b3716	3738707	3739175	-1			
BAE77573.1	yieH	b3715	3739241	3739907	-1	COG0637	G	M
BAE77574.1	yieG	b3714	3740071	3741409	1	COG2252	F	M
BAE77575.1	yieF	b3713	3741462	3742029	-1	COG0431	C	M
BAE77576.1	yieE	b3712	3742050	3742812	-1	COG2091	H	M
BAE77577.1	insD	unique to W3110	3742943	3743867	-1			
BAE77578.1	insC	unique to W3110	3743806	3744172	-1			
BAE77579.1	yidZ	b3711	3744292	3745252	-1	COG0583	K	T
BAE77580.1	mdtL	b3710	3745226	3746402	-1	COG2814	G	M
BAE77581.1	tnaB	b3709	3746533	3746980	-1	COG0814	E	M
BAE77582.1	insH	unique to W3110	3746978	3747959	1			
BAE77583.1	tnaB	b3709	3747996	3748980	-1	COG0814	E	M
BAE77584.1	tnaA	b3708	3749070	3750486	-1	COG3033	E	M
BAE77585.1	insH	unique to W3110	3750658	3751639	1			
BAE77586.1	tnaC	b3707	3751905	3751980	-1			
BAE77587.1	trmE	b3706	3752222	3753587	-1	COG0486	J	T
BAE77588.1	yidC	b3705	3753692	3755339	-1	COG0706	M	O
BAE77589.1	yidD	b4557	3755341	3755599	-1	COG0759	M	O
BAE77590.1	rnpA	b3704	3755562	3755922	-1	COG0594	J	T
BAE77591.1	rpmH	b3703	3755938	3756079	-1	COG0230	J	T
BAE77592.1	dnaA	b3702	3756685	3758089	1	COG0593	L	T
BAE77593.1	dnaN	b3701	3758093	3759194	1	COG0592	L	T
BAE77594.1	recF	b3700	3759193	3760267	1	COG1195	L	T
BAE77595.1	gyrB	b3699	3760295	3762710	1	COG0187	L	T
BAE77596.1	yidB	b3698	3762949	3763348	1	COG3753	S	O
BAE77597.1	yidA	b3697	3763462	3764275	1	COG0561	H	M
BAE77598.1	yidX	b3696	3764320	3764977	-1			
BAE77599.1	dgoR	b4479	3765254	3765944	1	COG2186	K	T
BAE77600.1	dgoK	b3693	3765940	3766819	1	COG3734	G	M
BAE77601.1	dgoA	b4477	3766802	3767420	1	COG0800	G	M
BAE77602.1	dgoD	b4478	3767416	3768565	1	COG4948	M	O
BAE77603.1	dgoT	b3691	3768684	3769977	1	COG2271	G	M
BAE77604.1	cbrA	b3690	3769973	3771038	-1	COG0644	C	M
BAE77605.1	yidR	b3689	3771138	3772353	1	COG0823	U	O
BAE77606.1	yidQ	b3688	3772354	3772687	-1	COG5645	S	O
BAE77607.1	ibpA	b3687	3772992	3773406	1	COG0071	O	O
BAE77608.1	ibpB	b3686	3773517	3773946	1	COG0071	O	O
BAE77609.1	yidE	b3685	3774141	3775803	1	COG0569	P	M
BAE77609.1	yidE	b3685	3774141	3775803	1	COG2985	R	O
BAE77610.1	yidP	b3684	3775799	3776516	-1	COG2188	K	T
BAE77611.1	glvC	b3683	3776811	3777918	1			
BAE77612.1	glvB	b3682	3777942	3778428	1			
BAE77613.1	yidL	b3680	3779238	3780162	-1	COG2207	K	T
BAE77614.1	yidK	b3679	3780298	3782014	1	COG4146	R	O
BAE77615.1	yidJ	b3678	3782010	3783504	1	COG3119	P	M
BAE77616.1	yidI	b3677	3783550	3784000	-1			
BAE77617.1	yidH	b3676	3784107	3784455	1	COG2149	S	O
BAE77618.1	yidG	b3675	3784444	3784807	1			
BAE77619.1	yidF	b3674	3784803	3785301	1	COG0641	O	O
BAE77620.1	emrD	b3673	3785308	3786493	-1	COG2814	G	M
BAE77621.1	ivbL	b3672	3787426	3787525	1			
BAE77622.1	ilvB	b3671	3787630	3789319	1	COG0028	E	M
BAE77623.1	ilvN	b3670	3789322	3789613	1	COG0440	E	M
BAE77624.1	uhpA	b3669	3789688	3790279	1	COG2197	T	O
BAE77625.1	uhpB	b3668	3790278	3791781	1	COG3851	T	O
BAE77626.1	uhpC	b3667	3791790	3793110	1	COG2271	G	M
BAE77627.1	uhpT	b3666	3793247	3794639	1	COG2271	G	M
BAE77628.1	ade	b3665	3794684	3796451	-1	COG1001	F	M
BAE77629.1	yicO	b3664	3796625	3797960	1	COG2252	F	M
BAE77630.1	yicN	b3663	3798012	3798465	1			
BAE77631.1	yicM	b3662	3798510	3799866	1	COG2814	G	M
BAE77632.1	yicS	b4555	3799906	3800200	-1			
BAE77633.1	nlpA	b3661	3800421	3801240	1	COG1464	P	M
BAE77634.1	yicL	b3660	3801243	3802167	-1	COG0697	G	M
BAE77635.1	setC	b3659	3802277	3803462	-1	COG2814	G	M
BAE77636.1	yicJ	b3657	3804485	3805868	1	COG2211	G	M
BAE77637.1	yicI	b3656	3805877	3808196	1	COG1501	G	M
BAE77638.1	yicH	b3655	3808248	3809958	-1			
BAE77639.1	yicE	b3654	3810078	3811470	-1	COG2233	F	M
BAE77640.1	gltS	b3653	3811749	3812955	1	COG0786	E	M
BAE77641.1	recG	b3652	3813123	3815205	-1	COG1200	L	T
BAE77642.1	trmH	b3651	3815210	3815900	-1	COG0566	J	T
BAE77643.1	spoT	b3650	3815906	3818015	-1	COG0317	T	O
BAE77644.1	rpoZ	b3649	3818033	3818309	-1	COG1758	K	T
BAE77645.1	gmk	b3648	3818363	3818987	-1	COG0194	F	M
BAE77646.1	ligB	b3647	3819244	3820927	1	COG0272	L	T
BAE77647.1	yicG	b3646	3820923	3821541	-1	COG2860	S	O
BAE77648.1	dinD	b3645	3821830	3822655	-1			
BAE77649.1	yicC	b3644	3822875	3823739	-1	COG1561	S	O
BAE77650.1	pyrE	b3642	3824646	3825288	1	COG0461	F	M
BAE77651.1	ttk	b3641	3825324	3825921	-1	COG1309	K	T
BAE77652.1	dut	b3640	3826027	3826483	-1	COG0756	F	M
BAE77653.1	dfp	b3639	3826463	3827684	-1	COG0452	H	M
BAE77654.1	yicR	b3638	3827855	3828524	1	COG2003	L	T
BAE77655.1	rpmB	b3637	3828740	3828977	1	COG0227	J	T
BAE77656.1	rpmG	b3636	3828997	3829165	1	COG0267	J	T
BAE77657.1	mutM	b3635	3829262	3830072	1	COG0266	L	T
BAE77658.1	coaD	b3634	3830110	3830590	-1	COG0669	H	M
BAE77659.1	kdtA	b3633	3830597	3831875	-1	COG1519	M	O
BAE77660.1	rfaQ	b3632	3832316	3833351	1	COG0859	M	O
BAE77661.1	rfaG	b3631	3833347	3834472	1	COG0438	M	O
BAE77662.1	rfaP	b3630	3834464	3835262	1	COG0515	T	O
BAE77663.1	rfaS	b3629	3835298	3836234	1			
BAE77664.1	rfaB	b3628	3836247	3837357	1	COG0438	M	O
BAE77665.1	rfaI	b3627	3837356	3838376	1	COG1442	M	O
BAE77666.1	rfaJ	b3626	3838415	3839432	1	COG1442	M	O
BAE77667.1	rfaY	b3625	3839449	3840148	1	COG3642	J	T
BAE77668.1	rfaZ	b3624	3840218	3841070	1			
BAE77669.1	rfaK	b3623	3841102	3842176	1	COG0859	M	O
BAE77670.1	rfaL	b3622	3842207	3843467	-1	COG3307	M	O
BAE77671.1	rfaC	b3621	3843476	3844436	-1	COG0859	M	O
BAE77672.1	rfaF	b3620	3844439	3845486	-1	COG0859	M	O
BAE77673.1	rfaD	b3619	3845495	3846428	-1	COG0451	M	O
BAE77674.1	htrL	b3618	3846731	3847589	1			
BAE77675.1	kbl	b3617	3847863	3849060	1	COG0156	H	M
BAE77676.1	tdh	b3616	3849069	3850095	1	COG1063	E	M
BAE77677.1	yibD	b3615	3850333	3851368	1	COG1216	G	M
BAE77678.1	yibQ	b3614	3851354	3852314	-1	COG2861	G	M
BAE77679.1	envC	b3613	3852317	3853577	-1	COG4942	D	T
BAE77680.1	gpmI	b3612	3853610	3855155	-1	COG0696	G	M
BAE77681.1	yibN	b3611	3855399	3855831	1	COG0607	P	M
BAE77682.1	grxC	b3610	3855972	3856224	1	COG0695	O	O
BAE77683.1	secB	b3609	3856286	3856754	1	COG1952	U	O
BAE77684.1	gpsA	b3608	3856753	3857773	1	COG0240	C	M
BAE77685.1	cysE	b3607	3857852	3858674	1	COG1045	E	M
BAE77686.1	yibK	b3606	3858726	3859200	-1	COG0219	J	T
BAE77687.1	lldD	b3605	3859397	3860588	-1	COG1304	C	M
BAE77688.1	lldR	b3604	3860584	3861361	-1	COG2186	K	T
BAE77689.1	lldP	b3603	3861360	3863016	-1	COG1620	C	M
BAE77690.1	yibL	b3602	3863387	3863750	-1			
BAE77691.1	yibT	b4554	3864034	3864244	1			
BAE77692.1	mtlR	b3601	3864255	3864843	-1	COG3722	K	T
BAE77693.1	mtlD	b3600	3864842	3865991	-1	COG0246	G	M
BAE77694.1	mtlA	b3599	3866220	3868134	-1	COG2213	G	M
BAE77694.1	mtlA	b3599	3866220	3868134	-1	COG4668	G	M
BAE77695.1	yibI	b3598	3868670	3869033	1			
BAE77696.1	yibH	b3597	3869035	3870172	1	COG1566	V	O
BAE77697.1	yibG	b3596	3871776	3872238	-1	COG0790	T	O
BAE77698.1	yibJ	b3595	3872492	3873194	-1			
BAE77699.1	yibA	b3594	3873235	3874078	-1	COG1413	R	O
BAE77700.1	rhsA	b3593	3874098	3878232	-1	COG3209	R	O
BAE77701.1	yibF	b3592	3878459	3879068	1	COG0625	O	O
BAE77702.1	selA	b3591	3879165	3880557	1	COG1921	J	T
BAE77703.1	selB	b3590	3880553	3882398	1	COG3276	J	T
BAE77704.1	yiaY	b3589	3882587	3883739	1	COG1454	C	M
BAE77705.1	aldB	b3588	3883903	3885442	1	COG1012	C	M
BAE77706.1	yiaW	b3587	3885986	3886310	1			
BAE77707.1	yiaV	b3586	3886315	3887452	1	COG1566	V	O
BAE77708.1	yiaU	b3585	3887448	3888423	-1	COG0583	K	T
BAE77709.1	yiaT	b3584	3888546	3889287	1	COG3713	M	O
BAE77710.1	sgbE	b3583	3889633	3890329	-1	COG0235	G	M
BAE77711.1	sgbU	b3582	3890322	3891183	-1	COG3623	G	M
BAE77712.1	sgbH	b3581	3891175	3891838	-1	COG0269	G	M
BAE77713.1	lyxK	b3580	3891834	3893331	-1	COG1070	G	M
BAE77714.1	yiaO	b3579	3893334	3894321	-1	COG1638	G	M
BAE77715.1	yiaN	b3578	3894333	3895611	-1	COG1593	G	M
BAE77716.1	yiaM	b3577	3895613	3896087	-1	COG3090	G	M
BAE77717.1	yiaL	b3576	3896204	3896672	-1	COG2731	G	M
BAE77718.1	yiaK	b3575	3896683	3897682	-1	COG2055	C	M
BAE77719.1	yiaJ	b3574	3897882	3898731	1	COG1414	K	T
BAE77720.1	yiaI	b3573	3898832	3899306	1	COG1142	C	M
BAE77721.1	avtA	b3572	3899456	3900710	-1	COG3977	E	M
BAE77722.1	malS	b3571	3900887	3902918	-1	COG0366	G	M
BAE77723.1	bax	b3570	3903237	3904062	1	COG2992	R	O
BAE77724.1	xylR	b3569	3904257	3905436	-1	COG1609	K	T
BAE77724.1	xylR	b3569	3904257	3905436	-1	COG2207	K	T
BAE77725.1	xylH	b3568	3905513	3906695	-1	COG4214	G	M
BAE77726.1	xylG	b3567	3906672	3908214	-1	COG1129	G	M
BAE77727.1	xylF	b3566	3908291	3909284	-1	COG4213	G	M
BAE77728.1	xylA	b3565	3909649	3910972	1	COG2115	G	M
BAE77729.1	xylB	b3564	3911043	3912498	1	COG1070	G	M
BAE77730.1	yiaB	b3563	3912666	3913008	1	COG4682	S	O
BAE77731.1	yiaA	b3562	3913053	3913491	1	COG4682	S	O
BAE77732.1	yiaH	b3561	3913532	3914528	-1	COG3274	M	O
BAE77733.1	ysaB	b4553	3914702	3915002	1			
BAE77734.1	glyQ	b3560	3915096	3916008	1	COG0752	J	T
BAE77735.1	glyS	b3559	3916017	3918087	1	COG0751	J	T
BAE77736.1	insK	b3558	3918365	3919217	-1	COG2801	X	
BAE77737.1	insJ	b3557	3919213	3919735	-1	COG2963	X	
BAE77738.1	hokA	b4455	3919814	3919967	1			
BAE77739.1	cspA	b3556	3920153	3920366	-1	COG1278	K	T
BAE77740.1	yiaG	b3555	3920646	3920937	-1	COG2944	K	T
BAE77741.1	yiaF	b3554	3921370	3922081	1			
BAE77742.1	tiaE	b3553	3922130	3923105	-1	COG1052	C	M
BAE77743.1	yiaD	b3552	3923208	3923868	-1	COG2885	M	O
BAE77744.1	bisC	b3551	3924074	3926354	1	COG0243	C	M
BAE77745.1	yiaC	b3550	3926322	3926763	-1	COG0456	J	T
BAE77746.1	tag	b3549	3926759	3927323	-1	COG2818	L	T
BAE77747.1	yhjY	b3548	3927480	3928179	1	COG5571	R	O
BAE77748.1	yhjX	b3547	3928407	3929616	1	COG2223	P	M
BAE77749.1	eptB	b3546	3929939	3931631	1	COG2194	M	O
BAE77750.1	dppA	b3544	3932709	3934317	1	COG0747	E	M
BAE77751.1	dppB	b3543	3934624	3935644	1	COG0601	E	M
BAE77752.1	dppC	b3542	3935653	3936556	1	COG1173	E	M
BAE77753.1	dppD	b3541	3936566	3937550	1	COG0444	E	M
BAE77754.1	dppF	b3540	3937546	3938551	1	COG4608	E	M
BAE77755.1	yhjV	b3539	3938580	3939852	-1	COG0814	E	M
BAE77756.1	ldrD	b4453	3940327	3940435	1			
BAE77757.1	bcsG	b3538	3940521	3942201	-1			
BAE77758.1	bcsF	b3537	3942197	3942389	-1			
BAE77759.1	bcsE	b3536	3942385	3943957	-1			
BAE77760.1	yhjR	b3535	3944229	3944418	1			
BAE77761.1	bcsA	b3533	3945178	3947797	1	COG1215	N	O
BAE77762.1	bcsB	b3532	3947807	3950147	1			
BAE77763.1	bcsZ	b3531	3950153	3951260	1	COG3405	G	M
BAE77764.1	bcsC	b3530	3951241	3954715	1	COG0457	R	O
BAE77764.1	bcsC	b3530	3951241	3954715	1	COG3118	O	O
BAE77765.1	yhjK	b3529	3954835	3956785	1	COG2199	T	O
BAE77765.1	yhjK	b3529	3954835	3956785	1	COG2200	T	O
BAE77766.1	dctA	b3528	3956967	3958254	1	COG1301	C	M
BAE77767.1	yhjJ	b3527	3958474	3959971	1	COG0612	R	O
BAE77768.1	kdgK	b3526	3960066	3960996	-1	COG0524	G	M
BAE77769.1	yhjH	b3525	3961227	3961995	1	COG2200	T	O
BAE77770.1	yhjG	b3524	3962049	3964125	1	COG2982	M	O
BAE77771.1	yhjE	b3523	3964306	3965629	-1	COG0477	G	M
BAE77772.1	yhjD	b3522	3966039	3967053	-1	COG1295	S	O
BAE77773.1	yhjC	b3521	3967101	3968073	-1	COG0583	K	T
BAE77774.1	yhjB	b3520	3968520	3969123	1	COG2197	T	O
BAE77775.1	treF	b3519	3969173	3970823	-1	COG1626	G	M
BAE77776.1	yhjA	b3518	3971226	3972624	1	COG1858	O	O
BAE77777.1	gadA	b3517	3972834	3974235	1	COG0076	E	M
BAE77778.1	gadX	b3516	3974604	3975429	1	COG2207	K	T
BAE77779.1	gadW	b3515	3975796	3976525	1	COG2207	K	T
BAE77780.1	mdtF	b3514	3976887	3980001	-1	COG0841	V	O
BAE77781.1	mdtE	b3513	3980025	3981183	-1	COG0845	M	O
BAE77782.1	gadE	b3512	3981521	3982049	-1	COG2771	K	T
BAE77783.1	hdeD	b3511	3982847	3983420	-1	COG3247	S	O
BAE77784.1	hdeA	b3510	3983674	3984007	1			
BAE77785.1	hdeB	b3509	3984122	3984449	1			
BAE77786.1	yhiD	b3508	3984512	3985160	1	COG1285	S	O
BAE77787.1	yhiF	b3507	3985201	3985732	-1	COG2197	T	O
BAE77788.1	slp	b3506	3985887	3986454	-1	COG3065	M	O
BAE77789.1	insH	b3505	3987216	3988233	1	COG3039	X	
BAE77790.1	yhiS	b3504	3988341	3989124	-1			
BAE77791.1	arsC	b3503	3989752	3990178	-1	COG1393	P	M
BAE77792.1	arsB	b3502	3990190	3991480	-1	COG1055	P	M
BAE77793.1	arsR	b3501	3991533	3991887	-1	COG0640	K	T
BAE77794.1	gor	b3500	3992763	3994116	-1	COG1249	C	M
BAE77795.1	yhiR	b3499	3994187	3995030	-1	COG2961	J	T
BAE77796.1	prlC	b3498	3995232	3997275	1	COG0339	E	M
BAE77797.1	yhiQ	b3497	3997282	3998035	1			
BAE77798.1	yhiP	b3496	3998083	3999553	-1	COG3104	E	M
BAE77799.1	uspA	b3495	3999869	4000304	-1	COG0589	T	O
BAE77800.1	yhiO	b3494	4000694	4001030	1			
BAE77801.1	pitA	b3493	4001273	4002773	-1	COG0306	P	M
BAE77802.1	yhiN	b3492	4003004	4004207	1	COG2081	R	O
BAE77803.1	yhiM	b3491	4004521	4005574	-1			
BAE77804.1	yhiL	b3490	4005956	4007195	1			
BAE77805.1	yhiJ	b3488	4007824	4009447	1			
BAE77806.1	yhiI	b3487	4009812	4010880	1	COG0845	M	O
BAE77807.1	rbbA	b3486	4010876	4013612	1	COG0842	V	O
BAE77807.1	rbbA	b3486	4010876	4013612	1	COG1131	V	O
BAE77808.1	yhhJ	b3485	4013611	4014736	1	COG0842	V	O
BAE77808.1	yhhJ	b3485	4013611	4014736	1	COG1511	S	O
BAE77809.1	yhhI	b3484	4014900	4016037	-1	COG5433	X	
